text,speaker,context,sarcasm,show
"You mean, Bernadette?",HOWARD,True,True,BBT
"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",SHELDON,False,True,BBT
I told my girlfriend Bernadette she could join us for dinner.,HOWARD,True,True,BBT
"Sure. The more, the merrier.",LEONARD,True,True,BBT
"Wa- no, that's a false equivalency. More does not equal merry.",SHELDON,True,True,BBT
"If there were 2,000 people in this apartment right now, would we be celebrating?
No, we'd be suffocating.",SHELDON,True,True,BBT
Sheldon...,LEONARD,True,True,BBT
"Don't ""Sheldon"" me. We ordered for five people, not six.",SHELDON,True,True,BBT
"Oh, come on, it's fine. We'll just put it all on the table, you know, family style.",PENNY,True,True,BBT
Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,SHELDON,False,True,BBT
"I am.
Are you interested in physics?",LEONARD,True,True,BBT
"Oh, I find it fascinating. If I hadn't gone into microbiology, I probably would have gone into physics.
Or ice dancing.",BERNADETTE,True,True,BBT
"Actually, my tests of the Aharonov-Bohm quantum interference effect have reached an interesting point. Right now, we're testing the phase shift due to an electric potential.",LEONARD,True,True,BBT
That's amazing.,BERNADETTE,True,True,BBT
Yes.,SHELDON,True,True,BBT
"Okay, I got a bone to pick with you.",HOWARD,False,False,BBT
That's why Leonard does it.,SHELDON,True,False,BBT
"Okay, I just have one question. What exactly are sub-atomic particles?",PENNY,True,False,BBT
A good question.,SHELDON,True,False,BBT
Thank you.,PENNY,True,False,BBT
"And to answer it, we first must ask ourselves: ""What is physics?"" Oh, balls. It's a warm summer evening in ancient Greece.",SHELDON,True,False,BBT
"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",BERNADETTE,False,False,BBT
Should I give him another chance?,BERNADETTE,True,False,BBT
It's up to you. He didn't call your experiment stupid.,LEONARD,True,False,BBT
"Come here, tushy face.",BERNADETTE,True,False,BBT
"""Tushy face. "" Raj, you should've seen Leonard's experiment.",LEONARD,True,False,BBT
"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",PERSON,False,False,BBT
Thank you for driving me back to my hotel.,PERSON,True,False,BBT
"Oh,it's not a problem.",PENNY,True,False,BBT
"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",PENNY,False,True,BBT
"So, what should we talk about?",BERNADETTE,True,True,BBT
"Well, we could always learn more about why people who believe in psychics are idiots. Leonard?",HOWARD,True,True,BBT
Don't you think looking for a new city to live in is a bit of an overreaction?,LEONARD,False,False,BBT
My new computer came with Windows 7.,SHELDON,True,False,BBT
Windows 7 is much more use r- friendly than Windows Vista.,SHELDON,True,False,BBT
I don't like that.,SHELDON,True,False,BBT
"I understand your point, but given a choice, Jews always go with Chinese food.",HOWARD,False,True,BBT
There's a 39.95 lover's special at P.F. Chang's.,HOWARD,True,True,BBT
"Egg rolls, dumplings, bottomless wok, and you get your picture taken on the big marble horse out front.",HOWARD,True,True,BBT
"Given that Saint Valentine was a third century Roman priest who was stoned and beheaded, wouldn't a more appropriate celebration of the evening be taking one's steady gal to witness a brutal murder?",SHELDON,True,True,BBT
"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",PENNY,False,True,BBT
Hello.,SHELDON,True,True,BBT
Hello,PENNY,True,True,BBT
Alright dispense with the friendlt banter,SHELDON,True,True,BBT
I believe you know why I'm here.,SHELDON,True,True,BBT
Why don't you keep that stuff in the bathroom?,HOWARD,False,False,BBT
That's a great idea. I'm going to get him to sign a Batman as well.,RAJ,True,False,BBT
"What is it about the word ""unique"" you don't understand?",SHELDON,True,False,BBT
"Damn, paper cut. Nothing worse than a paper cut.",HOWARD,True,False,BBT
"Well, obviously you don't remember your circumcision.",RAJ,True,False,BBT
There's Neosporin and Band-Aids in my top desk drawer.,SHELDON,True,False,BBT
"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",PENNY,False,False,BBT
"Hi. I'm Penny. This is my friend, Sheldon.",PENNY,True,False,BBT
We're not friends at the moment. Depends on how this goes.,SHELDON,True,False,BBT
"Right, right. Anyway, Sheldon here is a huge fan of yours, and he was supposed to meet you the other day at the comic book store, but he kind of ended up in jail.",PENNY,True,False,BBT
I see. And you thought you'd just come over to my house uninvited?,PERSON,True,False,BBT
You said we were invited.,SHELDON,True,False,BBT
There a new girlfriend in there? 'Cause you might need one.,PENNY,False,True,BBT
"Leonard, what do the two of you talk about after the coitus?",SHELDON,True,True,BBT
"My guess is, ""Hey, four minutes! New record!""",HOWARD,True,True,BBT
That's why I'm the funny one.,HOWARD,True,True,BBT
"Anyway, we followed the guy to this garage sale, and they had the coolest stuff.",LEONARD,True,True,BBT
They were closing up. We got this whole box for 60 bucks.,HOWARD,True,True,BBT
We didn't even get to go through it all. There could be anything in here.,LEONARD,True,True,BBT
"Oh, I'm so glad you asked it like that. You.",LEONARD,False,True,BBT
"Hey, Sheldon. I was up in the administration office, and I happened to overhear the name of the winner of this year's Chancellor's Award for Science.",LEONARD,True,True,BBT
And you want to rub my nose in the fact that my contributions are being overlooked again?,SHELDON,True,True,BBT
I am the William Shatner of theoretical physics.,SHELDON,True,True,BBT
"All right, I'll play. What self-important, preening fraud are they honoring this year?",SHELDON,True,True,BBT
Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,LEONARD,False,True,BBT
I honestly don't care.,LEONARD,True,True,BBT
"Really? Because every time we've talked about unusual animal genitals, you've always had some pretty strong and controversial opinions.",RAJ,True,True,BBT
What do you want from me? I just don't give a rat's ass.,LEONARD,True,True,BBT
Would that be a giant rat's ass?,HOWARD,True,True,BBT
"For the record, giant rats are possible.",SHELDON,True,True,BBT
"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.",SHELDON,False,False,BBT
"Oh, there it is: now that you don't have a girlfriend, you want to hang out with me again.",RAJ,True,False,BBT
"I never stopped hanging out with you. Oh, please, we all know I'm the friend you call when you have no other options. If we were the Justice League, I'd be Aquaman.",LEONARD,True,False,BBT
I wish you were Aquaman. Then I could send you to scoop my mom out of the old lady tank.,HOWARD,True,False,BBT
"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",SHELDON,False,False,BBT
Ah…I do so love beverages.,SHELDON,True,False,BBT
Now I think I'll take my after-dinner walk.,SHELDON,True,False,BBT
Since when do you take after-dinner walks?,LEONARD,True,False,BBT
"Yeah, since when do you take walks?",HOWARD,True,False,BBT
"So what, you're just gonna walk up and down the stairs?",HOWARD,False,False,BBT
I've missed you.,RAJ,True,False,BBT
"All right, say hello to your mother for me.",SHELDON,True,False,BBT
Okay.,HOWARD,True,False,BBT
What?,SHELDON,True,False,BBT
You said you were going for a walk.,HOWARD,True,False,BBT
I didn't say outside.,SHELDON,True,False,BBT
"That's very thoughtful, but I think I'll finish my coffee first.",PERSON,False,False,BBT
And shake twice for Texas.,LEONARD,True,False,BBT
Something his mother taught him.,LEONARD,True,False,BBT
"All right, Elizabeth, the bathroom is yours. The seat is down, and has been sanitized for your protection.",SHELDON,True,False,BBT
"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",SHELDON,False,True,BBT
Happy now? I'm moving the dirty sock.,HOWARD,True,True,BBT
"Thank you. Raj, keep an eye out for the other one.",SHELDON,True,True,BBT
"Hey, guys, this is my friend Zack.",PENNY,True,True,BBT
Hey.,PERSON,True,True,BBT
Hello.,SHELDON,True,True,BBT
Whoa! Is that the laser? It's bitchin'.,PERSON,True,True,BBT
Yes.,SHELDON,True,True,BBT
A lot of people are working on that research. So what is all this?,LEONARD,False,True,BBT
And this is a schematic for a bird-trapping device that will ultimately backfire and cause me physical injury?,SHELDON,True,True,BBT
What I'm doing here is trying to determine when I'm going to die.,SHELDON,True,True,BBT
It was the kind of thing that makes it kind of hard to face her now.,HOWARD,False,False,BBT
You never told me what happened between you and Bernadette.,LEONARD,True,False,BBT
I did a stupid thing.,HOWARD,True,False,BBT
"Yeah, I guessed that.",LEONARD,True,False,BBT
"All right, all right. He can buy his own desk.",SHELDON,False,False,BBT
and a super executive ant farm with glow-in-the-dark sand?,SHELDON,True,False,BBT
- What if he buys his own desk?,HOWARD,True,False,BBT
"Yeah, what if I buy my own desk?",RAJ,True,False,BBT
- That's ridiculous.,SHELDON,True,False,BBT
- Why?,RAJ,True,False,BBT
Because…,SHELDON,True,False,BBT
Yes?,RAJ,True,False,BBT
It's my office.,SHELDON,True,False,BBT
I just have a question. Does Bernadette ever talk about me?,HOWARD,False,False,BBT
Would you have opened the door if you knew it was me?,HOWARD,True,False,BBT
Not since I found out the teddy bear you gave me had a webcam in it.,PENNY,True,False,BBT
He does it all the time. He's a cornucopia of social awkwardness.,SHELDON,False,False,BBT
Right.,LEONARD,True,False,BBT
"That's not true of all bars. Juice bars, for example.",AMY,True,False,BBT
"Oh! Good point, Amy.
Yeah, building on your premise, Leonard could frequent sushi bars, salad bars, oyster bars, the Apple Genius Bar... What are you doing?",SHELDON,True,False,BBT
Keep going. I'm listening.,LEONARD,True,False,BBT
That was rude.,AMY,True,False,BBT
I just want to ask you a few questions about Howard Wolowitz.,PERSON,False,False,BBT
"Yes.
I'm Special Agent Page, FBI.",PERSON,True,False,BBT
"You say you're Special Agent Page, FBI.",SHELDON,True,False,BBT
Here's my I.D.,PERSON,True,False,BBT
And here is my Justice League membership card. But that doesn't prove I know Batman.,SHELDON,True,False,BBT
"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",AMY,False,False,BBT
"Besides, Penny and I are having a girls' night tonight.",BERNADETTE,True,False,BBT
Girls' night? What does that entail?,AMY,True,False,BBT
"Oh, you know, girls get together, hang out, share girl talk.",BERNADETTE,True,False,BBT
I'm a girl.,AMY,True,False,BBT
"Oh. Well, maybe you can join us. I'll ask Penny.",BERNADETTE,True,False,BBT
No need. Penny and I are very close.,AMY,True,False,BBT
You are?,LEONARD,True,False,BBT
"...so anyway, to make a long story short, turns out I have an unusually firm cervix.",AMY,False,False,BBT
"And here's where we are. The runts in a large litter.
unlikely to ever reach the nourishing teats of Indiana Jones.",SHELDON,True,False,BBT
So I guess it's a good thing we stopped for dinner.,LEONARD,True,False,BBT
"You know, guys, when facing disappointment, Eat, Pray, Love  teaches us",RAJ,True,False,BBT
"Oh, shut up.",HOWARD,True,False,BBT
"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.",AMY,False,False,BBT
"""And Absolon hath kist hir nether ye, ""and Nicholas is scalded in the towte.
This tale is doon, and God save al the rowte.""",AMY,True,False,BBT
What the hell was that?,PENNY,True,False,BBT
Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,HOWARD,False,False,BBT
to bring us all with you to the year 7010 where we are transported to work at the thinkatorium by telepathically controlled flying dolphins?,SHELDON,True,False,BBT
"No, Penny kissed me.",LEONARD,True,False,BBT
"Well, I'm just glad you finally found yourself a keeper.",PERSON,False,False,BBT
and pump it into his mom's Camry.,PERSON,True,False,BBT
"Yeah, that's great. It's a funny story. Moving on.",PENNY,True,False,BBT
And Donnie was a rocket scientist compared to that boy who wanted to get beer pong into the olympics.,PERSON,True,False,BBT
"What was his name, sweetheart?",PERSON,True,False,BBT
"Curtis, and I'm pretty sure he was joking.",PENNY,True,False,BBT
I don't know. That petition looked real to me.,PERSON,True,False,BBT
"Yeah, okay, I think this ends the ex-boyfriend portion of our evening.",PENNY,True,False,BBT
"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",HOWARD,False,True,BBT
That's what I love about science-- there's no one right answer.,PERSON,True,True,BBT
"So...you and Zack again, huh?",LEONARD,True,True,BBT
"Yeah, yeah, me and Zack again.",PENNY,True,True,BBT
Were we here earlier?,PERSON,True,True,BBT
"Okay, we should, we should go.",PENNY,True,True,BBT
"Ah, not yet. I want to talk science with the science dudes.",PERSON,True,True,BBT
